343228.0,32.0,8946.0,>threshold2
394864.0,8.0,11098.0,>threshold2
64275.0,16.0,4.0,>threshold2
64276.0,8.0,1.0,>threshold2
64313.0,8.0,104267.0,>threshold2
64269.0,32.0,104260.0,>threshold2
64312.0,8.0,104271.0,>threshold2
470906.0,8.0,84910.0,>threshold2
606524.0,16.0,1.0,>threshold2
672253.0,8.0,85201.0,>threshold2
673716.0,8.0,1.0,>threshold2
672209.0,8.0,1.0,>threshold2
672228.0,8.0,1.0,>threshold2
395217.0,8.0,11136.0,>threshold2
10030.0,8.0,3.0,>threshold2
78953.0,32.0,1.0,>threshold2
394897.0,8.0,109.0,>threshold2
75893.0,24.0,11514.0,>threshold2
75895.0,16.0,21863.0,>threshold2
395086.0,8.0,10509.0,>threshold2
395091.0,8.0,84.0,>threshold2
395761.0,8.0,604.0,>threshold2
394786.0,8.0,11718.0,>threshold2
394795.0,8.0,11711.0,>threshold2
396313.0,8.0,62515.0,>threshold2
396316.0,8.0,10416.0,>threshold2
606608.0,24.0,2.0,>threshold2
606609.0,24.0,1.0,>threshold2
606607.0,8.0,2.0,>threshold2
606611.0,16.0,4.0,>threshold2
606613.0,8.0,2.0,>threshold2
606611.0,8.0,2.0,>threshold2
606612.0,8.0,1.0,>threshold2
606613.0,24.0,1.0,>threshold2
398480.0,8.0,29919.0,>threshold2
6729.0,8.0,28222.0,>threshold2
7320.0,8.0,11645.0,>threshold2
455594.0,8.0,382.0,>threshold2
398562.0,8.0,383.0,>threshold2
606516.0,16.0,112305.0,>threshold2
382317.0,8.0,1.0,>threshold2
395564.0,8.0,11434.0,>threshold2
100898.0,8.0,10843.0,>threshold2
392148.0,8.0,27842.0,>threshold2
392149.0,16.0,2.0,>threshold2
392150.0,16.0,13.0,>threshold2
394151.0,8.0,12908.0,>threshold2
201033.0,8.0,57559.0,>threshold2
63778.0,8.0,1198.0,>threshold2
394732.0,8.0,12235.0,>threshold2
393426.0,8.0,1244.0,>threshold2
143563.0,64.0,13480.0,>threshold2
143585.0,64.0,5.0,>threshold2
143579.0,64.0,4.0,>threshold2
123809.0,8.0,12246.0,>threshold2
75870.0,8.0,1.0,>threshold2
185907.0,64.0,4.0,>threshold2
505041.0,8.0,33.0,>threshold2
505042.0,48.0,37.0,>threshold2
505045.0,8.0,12.0,>threshold2
185930.0,64.0,15.0,>threshold2
505081.0,40.0,5.0,>threshold2
185911.0,16.0,3.0,>threshold2
505084.0,16.0,1.0,>threshold2
185912.0,16.0,1.0,>threshold2
505085.0,8.0,2.0,>threshold2
300744.0,16.0,13250.0,>threshold2
392240.0,8.0,74058.0,>threshold2
393288.0,8.0,2214.0,>threshold2
393338.0,8.0,34.0,>threshold2
393308.0,8.0,22.0,>threshold2
393392.0,8.0,67296.0,>threshold2
393426.0,8.0,67328.0,>threshold2
396399.0,8.0,11882.0,>threshold2
397887.0,8.0,14934.0,>threshold2
222029.0,32.0,14922.0,>threshold2
604329.0,8.0,84068.0,>threshold2
393288.0,8.0,12296.0,>threshold2
397864.0,8.0,12457.0,>threshold2
175059.0,64.0,1877.0,>threshold2
394200.0,8.0,39889.0,>threshold2
58870.0,8.0,6.0,>threshold2
393630.0,8.0,68939.0,>threshold2
395407.0,8.0,1836.0,>threshold2
393713.0,8.0,78469.0,>threshold2
281551.0,16.0,13596.0,>threshold2
396369.0,8.0,91303.0,>threshold2
202573.0,8.0,1.0,>threshold2
247235.0,8.0,98307.0,>threshold2
247236.0,8.0,17127.0,>threshold2
397844.0,8.0,3147.0,>threshold2
393553.0,8.0,20671.0,>threshold2
308696.0,16.0,4.0,>threshold2
308697.0,16.0,2.0,>threshold2
398759.0,8.0,2534.0,>threshold2
25488.0,8.0,49716.0,>threshold2
395292.0,8.0,90415.0,>threshold2
394039.0,8.0,105090.0,>threshold2
110379.0,32.0,14.0,>threshold2
110371.0,16.0,3.0,>threshold2
110356.0,16.0,16.0,>threshold2
110357.0,32.0,21.0,>threshold2
110381.0,16.0,2.0,>threshold2
343201.0,8.0,1.0,>threshold2
66006.0,8.0,2638.0,>threshold2
111795.0,8.0,2639.0,>threshold2
110363.0,16.0,1.0,>threshold2
111832.0,8.0,1.0,>threshold2
111831.0,8.0,84175.0,>threshold2
395565.0,8.0,101484.0,>threshold2
59213.0,8.0,104243.0,>threshold2
532478.0,64.0,65828.0,>threshold2
395572.0,8.0,52308.0,>threshold2
532630.0,56.0,52005.0,>threshold2
532634.0,8.0,33.0,>threshold2
166655.0,56.0,54101.0,>threshold2
201604.0,8.0,2168.0,>threshold2
395291.0,48.0,13938.0,>threshold2
395414.0,8.0,98.0,>threshold2
395416.0,8.0,2.0,>threshold2
395496.0,16.0,81.0,>threshold2
385026.0,8.0,101978.0,>threshold2
395506.0,8.0,101988.0,>threshold2
395769.0,8.0,224.0,>threshold2
395572.0,8.0,165.0,>threshold2
395634.0,8.0,90669.0,>threshold2
395635.0,8.0,5.0,>threshold2
282033.0,16.0,2341.0,>threshold2
282067.0,16.0,2815.0,>threshold2
385026.0,8.0,112833.0,>threshold2
288734.0,16.0,115675.0,>threshold2
288761.0,8.0,13.0,>threshold2
288762.0,8.0,1070.0,>threshold2
58443.0,112.0,2295.0,>threshold2
200501.0,16.0,3450.0,>threshold2
111829.0,8.0,80938.0,>threshold2
154775.0,64.0,1.0,>threshold2
154792.0,64.0,5.0,>threshold2
154796.0,8.0,4.0,>threshold2
154779.0,8.0,5.0,>threshold2
154780.0,24.0,6.0,>threshold2
154788.0,64.0,2.0,>threshold2
154796.0,8.0,3.0,>threshold2
668146.0,8.0,7.0,>threshold2
395564.0,8.0,10345.0,>threshold2
397847.0,8.0,86413.0,>threshold2
41574.0,64.0,81242.0,>threshold2
124664.0,8.0,579.0,>threshold2
124673.0,8.0,5764.0,>threshold2
124807.0,8.0,75893.0,>threshold2
41566.0,8.0,50406.0,>threshold2
395489.0,8.0,14160.0,>threshold2
668659.0,8.0,0.0,>threshold2
668120.0,8.0,1.0,>threshold2
330949.0,64.0,1.0,>threshold2
668706.0,8.0,4.0,>threshold2
668734.0,8.0,1.0,>threshold2
668579.0,8.0,1.0,>threshold2
669000.0,8.0,1.0,>threshold2
668579.0,8.0,1.0,>threshold2
330940.0,8.0,79.0,>threshold2
668575.0,8.0,81.0,>threshold2
395752.0,8.0,79367.0,>threshold2
395128.0,8.0,79319.0,>threshold2
395128.0,8.0,0.0,>threshold2
395259.0,8.0,14568.0,>threshold2
395553.0,8.0,8661.0,>threshold2
395198.0,8.0,93066.0,>threshold2
395579.0,8.0,346.0,>threshold2
395045.0,8.0,488.0,>threshold2
37925.0,8.0,116370.0,>threshold2
394158.0,8.0,882.0,>threshold2
395574.0,8.0,90303.0,>threshold2
394939.0,8.0,0.0,>threshold2
397635.0,8.0,2399.0,>threshold2
395473.0,8.0,1923.0,>threshold2
395408.0,8.0,90505.0,>threshold2
395791.0,8.0,91112.0,>threshold2
395020.0,8.0,10628.0,>threshold2
395772.0,8.0,38178.0,>threshold2
395036.0,8.0,275.0,>threshold2
395477.0,8.0,403.0,>threshold2
395307.0,8.0,145.0,>threshold2
395483.0,8.0,363.0,>threshold2
395289.0,8.0,170.0,>threshold2
395479.0,8.0,166.0,>threshold2
395408.0,8.0,90658.0,>threshold2
395767.0,8.0,90907.0,>threshold2
395480.0,8.0,248.0,>threshold2
395230.0,8.0,225.0,>threshold2
395482.0,8.0,513.0,>threshold2
395483.0,8.0,1.0,>threshold2
395225.0,8.0,166.0,>threshold2
395262.0,8.0,37.0,>threshold2
395264.0,8.0,61729.0,>threshold2
393289.0,8.0,59950.0,>threshold2
395220.0,8.0,2.0,>threshold2
395418.0,8.0,172.0,>threshold2
395792.0,8.0,90436.0,>threshold2
395792.0,8.0,0.0,>threshold2
668012.0,8.0,343.0,>threshold2
668101.0,8.0,1234.0,>threshold2
668950.0,8.0,2.0,>threshold2
668951.0,8.0,4.0,>threshold2
70535.0,48.0,6.0,>threshold2
70538.0,48.0,83873.0,>threshold2
70549.0,64.0,3.0,>threshold2
70553.0,16.0,18446.0,>threshold2
70554.0,48.0,18450.0,>threshold2
70593.0,32.0,83865.0,>threshold2
70938.0,48.0,47134.0,>threshold2
70941.0,80.0,15.0,>threshold2
70946.0,48.0,20.0,>threshold2
70957.0,80.0,154.0,>threshold2
70962.0,32.0,46.0,>threshold2
70964.0,16.0,196.0,>threshold2
70949.0,16.0,1.0,>threshold2
70950.0,48.0,188.0,>threshold2
71876.0,40.0,117383.0,>threshold2
71879.0,48.0,117393.0,>threshold2
71882.0,40.0,117390.0,>threshold2
71900.0,8.0,117388.0,>threshold2
71901.0,120.0,5.0,>threshold2
71916.0,40.0,117352.0,>threshold2
